player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,player_positions,preferred_foot
https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/210002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,25,1994-08-10,173,64,Portugal,Manchester City,English Premier League,87,88,"RW, CAM, CM",Left
https://sofifa.com/player/138956/giorgio-chiellini/210002,G. Chiellini,Giorgio Chiellini,35,1984-08-14,187,85,Italy,Juventus,Italian Serie A,87,87,CB,Left
https://sofifa.com/player/167948/hugo-lloris/210002,H. Lloris,Hugo Lloris,33,1986-12-26,188,82,France,Tottenham Hotspur,English Premier League,87,87,GK,Left
https://sofifa.com/player/176580/luis-suarez/210002,L. Suárez,Luis Alberto Suárez Díaz,33,1987-01-24,182,86,Uruguay,FC Barcelona,Spain Primera Division,87,87,ST,Right
https://sofifa.com/player/177003/luka-modric/210002,L. Modrić,Luka Modrić,34,1985-09-09,172,66,Croatia,Real Madrid,Spain Primera Division,87,87,CM,Right
https://sofifa.com/player/183898/angel-di-maria/210002,A. Di María,Ángel Fabián Di María Hernández,32,1988-02-14,180,69,Argentina,Paris Saint-Germain,French Ligue 1,87,87,"RW, LW",Left
https://sofifa.com/player/186153/wojciech-szczesny/210002,W. Szczęsny,Wojciech Szczęsny,30,1990-04-18,195,90,Poland,Juventus,Italian Serie A,87,87,GK,Right
https://sofifa.com/player/188567/pierre-emerick-aubameyang/210002,P. Aubameyang,Pierre-Emerick Aubameyang,31,1989-06-18,187,80,Gabon,Arsenal,English Premier League,87,87,"ST, LW",Right
https://sofifa.com/player/189511/sergio-busquets-burgos/210002,Sergio Busquets,Sergio Busquets i Burgos,31,1988-07-16,189,76,Spain,FC Barcelona,Spain Primera Division,87,87,CDM,Right
https://sofifa.com/player/192387/ciro-immobile/210002,C. Immobile,Ciro Immobile,30,1990-02-20,185,85,Italy,Lazio,Italian Serie A,87,87,ST,Right
https://sofifa.com/player/193041/keylor-navas/210002,K. Navas,Keylor Navas Gamboa,33,1986-12-15,185,80,Costa Rica,Paris Saint-Germain,French Ligue 1,87,87,GK,Right
https://sofifa.com/player/194765/antoine-griezmann/210002,A. Griezmann,Antoine Griezmann,29,1991-03-21,176,73,France,FC Barcelona,Spain Primera Division,87,87,"ST, CF, LW",Left
https://sofifa.com/player/200104/heung-min-son/210002,H. Son,손흥민 孙兴慜,27,1992-07-08,183,78,Korea Republic,Tottenham Hotspur,English Premier League,87,87,"LM, CF",Right
https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/210002,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,28,1991-10-02,181,76,Brazil,Liverpool,English Premier League,87,87,CF,Right
https://sofifa.com/player/201535/raphael-varane/210002,R. Varane,Raphaël Varane,27,1993-04-25,191,81,France,Real Madrid,Spain Primera Division,86,88,CB,Right
https://sofifa.com/player/195864/paul-pogba/210002,P. Pogba,Paul Pogba,27,1993-03-15,191,84,France,Manchester United,English Premier League,86,87,"CM, CDM",Right
https://sofifa.com/player/199556/marco-verratti/210002,M. Verratti,Marco Verratti,27,1992-11-05,165,60,Italy,Paris Saint-Germain,French Ligue 1,86,87,"CM, CDM",Right
https://sofifa.com/player/143076/alejandro-gomez/210002,A. Gómez,Alejandro Darío Gómez,32,1988-02-15,167,68,Argentina,Atalanta,Italian Serie A,86,86,"CAM, CF, ST",Right
https://sofifa.com/player/152729/gerard-pique-bernabeu/210002,Piqué,Gerard Piqué Bernabéu,33,1987-02-02,194,85,Spain,FC Barcelona,Spain Primera Division,86,86,CB,Right
https://sofifa.com/player/168542/david-josue-jimenez-silva/210002,David Silva,David Josué Jiménez Silva,34,1986-01-08,173,67,Spain,Real Sociedad,Spain Primera Division,86,86,"CAM, CM",Left
https://sofifa.com/player/177683/yann-sommer/210002,Y. Sommer,Yann Sommer,31,1988-12-17,183,79,Switzerland,Borussia Mönchengladbach,German 1. Bundesliga,86,86,GK,Right
https://sofifa.com/player/178603/mats-hummels/210002,M. Hummels,Mats Hummels,31,1988-12-16,191,94,Germany,Borussia Dortmund,German 1. Bundesliga,86,86,CB,Right
https://sofifa.com/player/183711/jordan-henderson/210002,J. Henderson,Jordan Brian Henderson,30,1990-06-17,182,80,England,Liverpool,English Premier League,86,86,"CDM, CM",Right
https://sofifa.com/player/189332/jordi-alba-ramos/210002,Jordi Alba,Jordi Alba Ramos,31,1989-03-21,170,68,Spain,FC Barcelona,Spain Primera Division,86,86,LB,Left
https://sofifa.com/player/189596/thomas-muller/210002,T. Müller,Thomas Müller,30,1989-09-13,186,75,Germany,FC Bayern München,German 1. Bundesliga,86,86,"CAM, RM, RW",Right
https://sofifa.com/player/193080/david-de-gea-quintana/210002,De Gea,David De Gea Quintana,29,1990-11-07,192,82,Spain,Manchester United,English Premier League,86,86,GK,Right
https://sofifa.com/player/204963/daniel-carvajal-ramos/210002,Carvajal,Daniel Carvajal Ramos,28,1992-01-11,173,73,Spain,Real Madrid,Spain Primera Division,86,86,RB,Right
https://sofifa.com/player/208830/jamie-vardy/210002,J. Vardy,Jamie Vardy,33,1987-01-11,179,74,England,Leicester City,English Premier League,86,86,ST,Right
https://sofifa.com/player/235790/kai-havertz/210002,K. Havertz,Kai Havertz,21,1999-06-11,188,83,Germany,Chelsea,English Premier League,85,93,"CAM, RM, CF",Left
https://sofifa.com/player/230621/gianluigi-donnarumma/210002,G. Donnarumma,Gianluigi Donnarumma,21,1999-02-25,196,90,Italy,Milan,Italian Serie A,85,92,GK,Right
https://sofifa.com/player/235243/matthijs-de-ligt/210002,M. de Ligt,Matthijs de Ligt,20,1999-08-12,189,89,Netherlands,Juventus,Italian Serie A,85,92,CB,Right
https://sofifa.com/player/231677/marcus-rashford/210002,M. Rashford,Marcus Rashford,22,1997-10-31,186,70,England,Manchester United,English Premier League,85,91,"LM, ST",Right
https://sofifa.com/player/222492/leroy-sane/210002,L. Sané,Leroy Sané,24,1996-01-11,183,75,Germany,FC Bayern München,German 1. Bundesliga,85,90,LM,Left
https://sofifa.com/player/228702/frenkie-de-jong/210002,F. de Jong,Frenkie de Jong,23,1997-05-12,180,74,Netherlands,FC Barcelona,Spain Primera Division,85,90,CM,Right
https://sofifa.com/player/207865/marcos-aoas-correa/210002,Marquinhos,Marcos Aoás Corrêa,26,1994-05-14,183,75,Brazil,Paris Saint-Germain,French Ligue 1,85,89,"CB, CDM",Right
https://sofifa.com/player/220440/clement-lenglet/210002,C. Lenglet,Clément Nicolas Laurent Lenglet,25,1995-06-17,186,81,France,FC Barcelona,Spain Primera Division,85,89,CB,Left
https://sofifa.com/player/223848/sergej-milinkovic-savic/210002,S. Milinković-Savić,Sergej Milinković-Savić,25,1995-02-27,191,76,Serbia,Lazio,Italian Serie A,85,89,"CM, CDM, CAM",Right
https://sofifa.com/player/232363/milan-skriniar/210002,M. Škriniar,Milan Škriniar,25,1995-02-11,188,80,Slovakia,Inter,Italian Serie A,85,89,CB,Right
https://sofifa.com/player/202556/memphis-depay/210002,M. Depay,Memphis Depay,26,1994-02-13,176,78,Netherlands,Olympique Lyonnais,French Ligue 1,85,88,"CF, LW, CAM",Right
https://sofifa.com/player/212188/timo-werner/210002,T. Werner,Timo Werner,24,1996-03-06,180,76,Germany,Chelsea,English Premier League,85,88,ST,Right
https://sofifa.com/player/231866/rodrigo-hernandez-cascante/210002,Rodri,Rodrigo Hernández Cascante,24,1996-06-22,191,82,Spain,Manchester City,English Premier League,85,88,"CDM, CM",Right
https://sofifa.com/player/192563/bernd-leno/210002,B. Leno,Bernd Leno,28,1992-03-04,190,82,Germany,Arsenal,English Premier League,85,87,GK,Right
https://sofifa.com/player/206113/serge-gnabry/210002,S. Gnabry,Serge Gnabry,24,1995-07-14,175,75,Germany,FC Bayern München,German 1. Bundesliga,85,87,"RM, LM, RW",Right
https://sofifa.com/player/210243/ricardo-barbosa-pereira/210002,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,26,1993-10-06,175,70,Portugal,Leicester City,English Premier League,85,87,RB,Right
https://sofifa.com/player/192505/romelu-lukaku/210002,R. Lukaku,Romelu Lukaku Menama,27,1993-05-13,191,94,Belgium,Inter,Italian Serie A,85,86,ST,Left
https://sofifa.com/player/198706/luis-alberto-romero-alconchel/210002,Luis Alberto,Luis Alberto Romero Alconchel,27,1992-09-28,183,74,Spain,Lazio,Italian Serie A,85,86,"CAM, CM, CF",Right
https://sofifa.com/player/201399/mauro-icardi/210002,M. Icardi,Mauro Emanuel Icardi Rivero,27,1993-02-19,181,75,Argentina,Paris Saint-Germain,French Ligue 1,85,86,ST,Right
https://sofifa.com/player/208670/hakim-ziyech/210002,H. Ziyech,Hakim Ziyech,27,1993-03-19,181,65,Morocco,Chelsea,English Premier League,85,86,"CAM, RW",Left
https://sofifa.com/player/164240/thiago-emiliano-da-silva/210002,Thiago Silva,Thiago Emiliano da Silva,35,1984-09-22,183,79,Brazil,Chelsea,English Premier League,85,85,CB,Right
https://sofifa.com/player/175943/dries-mertens/210002,D. Mertens,Dries Mertens,33,1987-05-06,169,61,Belgium,Napoli,Italian Serie A,85,85,"CF, ST",Right
https://sofifa.com/player/180206/miralem-pjanic/210002,M. Pjanić,Miralem Pjanić,30,1990-04-02,178,72,Bosnia Herzegovina,FC Barcelona,Spain Primera Division,85,85,"CM, CDM",Right
https://sofifa.com/player/181291/georginio-wijnaldum/210002,G. Wijnaldum,Georginio Wijnaldum,29,1990-11-11,175,69,Netherlands,Liverpool,English Premier League,85,85,CM,Right
https://sofifa.com/player/182493/diego-godin/210002,D. Godín,Diego Roberto Godín Leal,34,1986-02-16,187,78,Uruguay,Inter,Italian Serie A,85,85,CB,Right
https://sofifa.com/player/184087/toby-alderweireld/210002,T. Alderweireld,Toby Alderweireld,31,1989-03-02,186,81,Belgium,Tottenham Hotspur,English Premier League,85,85,CB,Right
https://sofifa.com/player/184344/leonardo-bonucci/210002,L. Bonucci,Leonardo Bonucci,33,1987-05-01,190,85,Italy,Juventus,Italian Serie A,85,85,CB,Right
https://sofifa.com/player/185122/peter-gulacsi/210002,P. Gulácsi,Péter Gulácsi,30,1990-05-06,191,86,Hungary,RB Leipzig,German 1. Bundesliga,85,85,GK,Right
https://sofifa.com/player/188350/marco-reus/210002,M. Reus,Marco Reus,31,1989-05-31,180,71,Germany,Borussia Dortmund,German 1. Bundesliga,85,85,"CAM, CF",Right
https://sofifa.com/player/188377/kyle-walker/210002,K. Walker,Kyle Walker,30,1990-05-28,183,70,England,Manchester City,English Premier League,85,85,RB,Right
https://sofifa.com/player/189509/thiago-alcantara/210002,Thiago,Thiago Alcântara do Nascimento,29,1991-04-11,174,70,Spain,Liverpool,English Premier League,85,85,"CM, CDM",Right
https://sofifa.com/player/189513/daniel-parejo-munoz/210002,Parejo,Daniel Parejo Muñoz,31,1989-04-16,182,74,Spain,Villarreal CF,Spain Primera Division,85,85,CM,Right
https://sofifa.com/player/190460/christian-eriksen/210002,C. Eriksen,Christian Dannemann Eriksen,28,1992-02-14,181,76,Denmark,Inter,Italian Serie A,85,85,"CAM, CM, RM",Right
https://sofifa.com/player/191043/alex-sandro-lobo-silva/210002,Alex Sandro,Alex Sandro Lobo Silva,29,1991-01-26,180,80,Brazil,Juventus,Italian Serie A,85,85,"LB, LM",Left
https://sofifa.com/player/193747/jorge-resurreccion/210002,Koke,Jorge Resurrección Merodio,28,1992-01-08,176,77,Spain,Atlético Madrid,Spain Primera Division,85,85,"CM, RM, LM",Right
https://sofifa.com/player/198219/lorenzo-insigne/210002,L. Insigne,Lorenzo Insigne,29,1991-06-04,163,59,Italy,Napoli,Italian Serie A,85,85,"LW, CF",Right
https://sofifa.com/player/204485/riyad-mahrez/210002,R. Mahrez,Riyad Mahrez,29,1991-02-21,179,67,Algeria,Manchester City,English Premier League,85,85,"RW, RM",Left
https://sofifa.com/player/239085/erling-haaland/210002,E. Haaland,Erling Haaland,19,2000-07-21,194,88,Norway,Borussia Dortmund,German 1. Bundesliga,84,92,ST,Left
https://sofifa.com/player/231478/lautaro-martinez/210002,L. Martínez,Lautaro Javier Martínez,22,1997-08-22,174,81,Argentina,Inter,Italian Serie A,84,91,ST,Right
https://sofifa.com/player/230142/mikel-oyarzabal-ugarte/210002,Oyarzabal,Mikel Oyarzabal Ugarte,23,1997-04-21,181,79,Spain,Real Sociedad,Spain Primera Division,84,90,"LW, RW",Left
https://sofifa.com/player/212190/niklas-sule/210002,N. Süle,Niklas Süle,24,1995-09-03,195,97,Germany,FC Bayern München,German 1. Bundesliga,84,89,CB,Right
https://sofifa.com/player/230658/arthur-henrique-ramos-oliveira-melo/210002,Arthur,Arthur Henrique Ramos de Oliveira Melo,23,1996-08-12,171,73,Brazil,Juventus,Italian Serie A,84,89,CM,Right
https://sofifa.com/player/209658/leon-goretzka/210002,L. Goretzka,Leon Goretzka,25,1995-02-06,189,76,Germany,FC Bayern München,German 1. Bundesliga,84,88,"CM, CDM",Right
https://sofifa.com/player/210035/alejandro-grimaldo-garcia/210002,Grimaldo,Alejandro Grimaldo García,24,1995-09-20,171,69,Spain,SL Benfica,Portuguese Liga ZON SAGRES,84,88,LB,Left
https://sofifa.com/player/211300/anthony-martial/210002,A. Martial,Anthony Martial,24,1995-12-05,184,76,France,Manchester United,English Premier League,84,88,ST,Right
https://sofifa.com/player/212194/julian-brandt/210002,J. Brandt,Julian Brandt,24,1996-05-02,185,83,Germany,Borussia Dortmund,German 1. Bundesliga,84,88,"CAM, CM",Right
https://sofifa.com/player/213345/kingsley-coman/210002,K. Coman,Kingsley Coman,24,1996-06-13,179,75,France,FC Bayern München,German 1. Bundesliga,84,88,"LM, RM, LW",Right
https://sofifa.com/player/216460/jose-maria-gimenez/210002,J. Giménez,José María Giménez de Vargas,25,1995-01-20,185,80,Uruguay,Atlético Madrid,Spain Primera Division,84,88,CB,Right
https://sofifa.com/player/226753/andre-onana/210002,A. Onana,André Onana,24,1996-04-02,190,93,Cameroon,Ajax,Holland Eredivisie,84,88,GK,Right
https://sofifa.com/player/226790/wilfred-ndidi/210002,W. Ndidi,Onyinye Wilfred Ndidi,23,1996-12-16,183,74,Nigeria,Leicester City,English Premier League,84,88,"CDM, CM",Right
https://sofifa.com/player/208421/saul-niguez-esclapez/210002,Saúl,Saúl Ñíguez Esclápez,25,1994-11-21,184,76,Spain,Atlético Madrid,Spain Primera Division,84,87,"CM, LM, LB",Left
https://sofifa.com/player/189117/roman-burki/210002,R. Bürki,Roman Bürki,29,1990-11-14,187,85,Switzerland,Borussia Dortmund,German 1. Bundesliga,84,85,GK,Right
https://sofifa.com/player/198176/stefan-de-vrij/210002,S. de Vrij,Stefan de Vrij,28,1992-02-05,189,78,Netherlands,Inter,Italian Serie A,84,85,CB,Right
https://sofifa.com/player/200458/lucas-digne/210002,L. Digne,Lucas Digne,26,1993-07-20,178,74,France,Everton,English Premier League,84,85,LB,Left
https://sofifa.com/player/209889/raphael-guerreiro/210002,R. Guerreiro,Raphaël Adelino José Guerreiro,26,1993-12-22,170,71,Portugal,Borussia Dortmund,German 1. Bundesliga,84,85,"LM, LB, CM",Left
https://sofifa.com/player/209989/thomas-partey/210002,T. Partey,Thomas Teye Partey,27,1993-06-13,185,77,Ghana,Atlético Madrid,Spain Primera Division,84,85,CM,Right
https://sofifa.com/player/212462/alex-nicolao-telles/210002,Alex Telles,Alex Nicolao Telles,27,1992-12-15,181,71,Brazil,FC Porto,Portuguese Liga ZON SAGRES,84,85,LB,Left
https://sofifa.com/player/216352/marcelo-brozovic/210002,M. Brozović,Marcelo Brozović,27,1992-11-16,181,68,Croatia,Inter,Italian Serie A,84,85,"CDM, CM",Right
https://sofifa.com/player/135507/fernando-luiz-rosa/210002,Fernandinho,Fernando Luiz Rosa,35,1985-05-04,179,67,Brazil,Manchester City,English Premier League,84,84,"CB, CDM",Right
https://sofifa.com/player/146536/jesus-navas-gonzalez/210002,Jesús Navas,Jesús Navas González,34,1985-11-21,172,60,Spain,Sevilla FC,Spain Primera Division,84,84,"RB, RM",Right
https://sofifa.com/player/163587/kasper-schmeichel/210002,K. Schmeichel,Kasper Schmeichel,33,1986-11-05,189,89,Denmark,Leicester City,English Premier League,84,84,GK,Right
https://sofifa.com/player/168435/salvatore-sirigu/210002,S. Sirigu,Salvatore Sirigu,33,1987-01-12,192,80,Italy,Torino,Italian Serie A,84,84,GK,Right
https://sofifa.com/player/176266/lucas-pezzini-leiva/210002,Lucas Leiva,Lucas Pezzini Leiva,33,1987-01-09,179,78,Brazil,Lazio,Italian Serie A,84,84,CDM,Right
https://sofifa.com/player/177413/axel-witsel/210002,A. Witsel,Axel Witsel,31,1989-01-12,186,81,Belgium,Borussia Dortmund,German 1. Bundesliga,84,84,"CDM, CM",Right
https://sofifa.com/player/178005/rui-pedro-dos-santos-patricio/210002,Rui Patrício,Rui Pedro dos Santos Patrício,32,1988-02-15,190,84,Portugal,Wolverhampton Wanderers,English Premier League,84,84,GK,Left
https://sofifa.com/player/184432/cesar-azpilicueta-tanco/210002,Azpilicueta,César Azpilicueta Tanco,30,1989-08-28,178,77,Spain,Chelsea,English Premier League,84,84,"RB, LB",Right
https://sofifa.com/player/190483/douglas-costa-de-souza/210002,Douglas Costa,Douglas Costa de Souza,29,1990-09-14,172,70,Brazil,Juventus,Italian Serie A,84,84,"LM, RW, LW",Left
https://sofifa.com/player/192629/iago-aspas-juncal/210002,Iago Aspas,Iago Aspas Juncal,32,1987-08-01,176,67,Spain,RC Celta,Spain Primera Division,84,84,"ST, RW",Left
https://sofifa.com/player/193165/jesus-corona/210002,J. Corona,Jesús Manuel Corona Ruíz,27,1993-01-06,173,62,Mexico,FC Porto,Portuguese Liga ZON SAGRES,84,84,"RM, RB",Right
https://sofifa.com/player/193474/idrissa-gueye/210002,I. Gueye,Idrissa Gana Gueye,30,1989-09-26,174,66,Senegal,Paris Saint-Germain,French Ligue 1,84,84,"CDM, CM",Right
https://sofifa.com/player/197445/david-alaba/210002,D. Alaba,David Olatukunbo Alaba,28,1992-06-24,180,78,Austria,FC Bayern München,German 1. Bundesliga,84,84,"CB, LB",Left
https://sofifa.com/player/197781/francisco-roman-alarcon-suarez/210002,Isco,Francisco Román Alarcón Suárez,28,1992-04-21,176,79,Spain,Real Madrid,Spain Primera Division,84,84,"CAM, CM, LW",Right
https://sofifa.com/player/197965/luis-miguel-afonso-fernandes/210002,Pizzi,Luís Miguel Afonso Fernandes,30,1989-10-06,177,72,Portugal,SL Benfica,Portuguese Liga ZON SAGRES,84,84,"RM, CM",Right
https://sofifa.com/player/199451/wissam-ben-yedder/210002,W. Ben Yedder,Wissam Ben Yedder,29,1990-08-12,170,68,France,AS Monaco,French Ligue 1,84,84,ST,Right
https://sofifa.com/player/200647/josip-ilicic/210002,J. Iličić,Josip Iličić,32,1988-01-29,190,79,Slovenia,Atalanta,Italian Serie A,84,84,"CF, ST",Left
https://sofifa.com/player/204838/raul-jimenez/210002,R. Jiménez,Raúl Alonso Jiménez Rodríguez,29,1991-05-05,188,81,Mexico,Wolverhampton Wanderers,English Premier League,84,84,ST,Right
https://sofifa.com/player/207863/felipe-augusto-de-almeida-monteiro/210002,Felipe,Felipe Augusto de Almeida Monteiro,31,1989-05-16,190,83,Brazil,Atlético Madrid,Spain Primera Division,84,84,CB,Right
https://sofifa.com/player/211256/nicolas-tagliafico/210002,N. Tagliafico,Nicolás Alejandro Tagliafico,27,1992-08-31,172,65,Argentina,Ajax,Holland Eredivisie,84,84,LB,Left
https://sofifa.com/player/239053/federico-valverde/210002,F. Valverde,Federico Santiago Valverde Dipetta,21,1998-07-22,182,78,Uruguay,Real Madrid,Spain Primera Division,83,90,CM,Right
https://sofifa.com/player/222665/martin-odegaard/210002,M. Ødegaard,Martin Ødegaard,21,1998-12-17,178,68,Norway,Real Madrid,Spain Primera Division,83,89,"CAM, CM, RM",Left
https://sofifa.com/player/231443/ousmane-dembele/210002,O. Dembélé,Ousmane Dembélé,23,1997-05-15,178,67,France,FC Barcelona,Spain Primera Division,83,89,"LW, RW",Left
https://sofifa.com/player/211688/jose-luis-gaya-pena/210002,Gayà,José Luís Gayà Peña,25,1995-05-25,172,66,Spain,Valencia CF,Spain Primera Division,83,88,LB,Left
https://sofifa.com/player/212151/thomas-strakosha/210002,T. Strakosha,Thomas Strakosha,25,1995-03-19,193,78,Albania,Lazio,Italian Serie A,83,88,GK,Right
https://sofifa.com/player/221087/pau-lopez-sabata/210002,Pau López,Pau López Sabata,25,1994-12-13,189,77,Spain,Roma,Italian Serie A,83,88,GK,Left
https://sofifa.com/player/225100/joe-gomez/210002,J. Gomez,Joe Gomez,23,1997-05-23,188,77,England,Liverpool,English Premier League,83,88,CB,Right
https://sofifa.com/player/225953/steven-bergwijn/210002,S. Bergwijn,Steven Bergwijn,22,1997-10-08,178,78,Netherlands,Tottenham Hotspur,English Premier League,83,88,"LM, LW, RM",Right
https://sofifa.com/player/228618/ferland-mendy/210002,F. Mendy,Ferland Mendy,25,1995-06-08,180,73,France,Real Madrid,Spain Primera Division,83,88,LB,Left
https://sofifa.com/player/229880/aaron-wan-bissaka/210002,A. Wan-Bissaka,Aaron Wan-Bissaka,22,1997-11-26,183,72,England,Manchester United,English Premier League,83,88,"RB, RWB",Right
https://sofifa.com/player/235212/achraf-hakimi/210002,A. Hakimi,Achraf Hakimi Mouh,21,1998-11-04,181,73,Morocco,Inter,Italian Serie A,83,88,RM,Right
